record_id,data_date,category,subtype,brand,series,model,model_code,alias,condition,price,unit,note,origin,source_image,source_path,verified,confidence,verification
20260825-ecd597c36226d0b7d2f4-01,2026-08-25,手机,device,三星,W系列,W2017,,W2017,开机屏好小老化,35,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-8f5710077d71d4f8397b-01,2026-08-25,手机,device,三星,W系列,W2017,,W2017,开机屏好大老化,35,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-06b4164455c4686dcc27-01,2026-08-25,手机,device,三星,W系列,W2017,,W2017,开机屏坏,25,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ff3c3c74e723bcecdda3-01,2026-08-25,手机,device,三星,W系列,W2017,,W2017,不开机屏好,35,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c71e134ef46f06793db0-01,2026-08-25,手机,device,三星,W系列,W2017,,W2017,不开机,25,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f3ea1189c6a75c819e76-01,2026-08-25,手机,device,三星,W系列,W2017,,W2017,废板-整机,25,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-dad60090a43e79f7c3b7-01,2026-08-25,手机,device,三星,W系列,W2016,,W2016,开机屏好,15,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-0143db07782f6a79d0a0-01,2026-08-25,手机,device,三星,W系列,W2016,,W2016,开机屏好小老化,15,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-258f46883a390a5622f9-01,2026-08-25,手机,device,三星,W系列,W2016,,W2016,开机屏好大老化,15,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-dd6c17e8622dcc164953-01,2026-08-25,手机,device,三星,W系列,W2016,,W2016,开机屏坏,15,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-59f7c258e4014c1d9b92-01,2026-08-25,手机,device,三星,W系列,W2016,,W2016,不开机屏好,15,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-10e429d4d7619a910001-01,2026-08-25,手机,device,三星,W系列,W2016,,W2016,不开机,15,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-925ce7d47a57a9035876-01,2026-08-25,手机,device,三星,W系列,W2016,,W2016,废板-整机,15,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-80c0b0f6f3b8fc291607-01,2026-08-25,手机,device,三星,W系列,W2015,,W2015,开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-fad8415343f78cc5b1f5-01,2026-08-25,手机,device,三星,W系列,W2015,,W2015,开机屏好小老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-39a5d2e4de0e5b6c9181-01,2026-08-25,手机,device,三星,W系列,W2015,,W2015,开机屏好大老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-7f0f5568a7100c4090aa-01,2026-08-25,手机,device,三星,W系列,W2015,,W2015,开机屏坏,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c04161d1e7d70afc1921-01,2026-08-25,手机,device,三星,W系列,W2015,,W2015,不开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-a4608e4a5109b4236b71-01,2026-08-25,手机,device,三星,W系列,W2015,,W2015,不开机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-428bcf6a70c90a4352dc-01,2026-08-25,手机,device,三星,W系列,W2015,,W2015,废板-整机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c364030da2ec22f06003-01,2026-08-25,手机,device,三星,W系列,W2014,,W2014,开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f693875448adca1f034d-01,2026-08-25,手机,device,三星,W系列,W2014,,W2014,开机屏好小老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-94e4b8b2e11395b2e05f-01,2026-08-25,手机,device,三星,W系列,W2014,,W2014,开机屏好大老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-bf6b5ccaddee29bdc5e1-01,2026-08-25,手机,device,三星,W系列,W2014,,W2014,开机屏坏,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-822948d28f7c966fa9ce-01,2026-08-25,手机,device,三星,W系列,W2014,,W2014,不开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-95a925cc5b1aee69ab86-01,2026-08-25,手机,device,三星,W系列,W2014,,W2014,不开机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-63c69ec7ec443bce4d94-01,2026-08-25,手机,device,三星,W系列,W2014,,W2014,废板-整机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-328726e7c21795f1e9b6-01,2026-08-25,手机,device,三星,W系列,W2013,,W2013,开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c10e11ad139cccdcf0cc-01,2026-08-25,手机,device,三星,W系列,W2013,,W2013,开机屏好小老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ea9f24e327a13f6486d1-01,2026-08-25,手机,device,三星,W系列,W2013,,W2013,开机屏好大老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-9e1e3f8f4961a74718dc-01,2026-08-25,手机,device,三星,W系列,W2013,,W2013,开机屏坏,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-483419235aeba8bdad13-01,2026-08-25,手机,device,三星,W系列,W2013,,W2013,不开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5dd2a9f90bf37f5c7776-01,2026-08-25,手机,device,三星,W系列,W2013,,W2013,不开机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-574108f596430e947d8c-01,2026-08-25,手机,device,三星,W系列,W2013,,W2013,废板-整机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c52bbfe01c70400df82b-01,2026-08-25,手机,device,三星,W系列,W999,,W999,开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-6158fd3fe28dcdfb2d04-01,2026-08-25,手机,device,三星,W系列,W999,,W999,开机屏好小老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d906fcaaf92330b6304f-01,2026-08-25,手机,device,三星,W系列,W999,,W999,开机屏好大老化,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-241172bb7f05f572bf04-01,2026-08-25,手机,device,三星,W系列,W999,,W999,开机屏坏,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-20218bd37cde035bf697-01,2026-08-25,手机,device,三星,W系列,W999,,W999,不开机屏好,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-582800ca11e10f9b7dad-01,2026-08-25,手机,device,三星,W系列,W999,,W999,不开机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-8039e0f19b278f6727c0-01,2026-08-25,手机,device,三星,W系列,W999,,W999,废板-整机,10,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-4d11282697947383049b-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G水货,,Note20Ultra 5G水货,开机屏好,800,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-6eb438473845ff44dc53-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G水货,,Note20Ultra 5G水货,开机屏好小老化,350,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-e100c62ce3998f42433a-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G水货,,Note20Ultra 5G水货,开机屏好大老化,800,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d60c0100682b0b4bdca8-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G水货,,Note20Ultra 5G水货,开机屏坏,350,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-8d61ad73323ae37e3418-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G水货,,Note20Ultra 5G水货,不开机屏好,150,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5529b2cdf35fa9a0f45f-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G水货,,Note20Ultra 5G水货,不开机,80,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c02992ea3529a7cdcca8-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G水货,,Note20Ultra 5G水货,废板-整机,80,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5d9a3ea5ab6602f8e840-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G,,Note20Ultra 5G,开机屏好,800,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-55dfaf2a661f89aa5d86-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G,,Note20Ultra 5G,开机屏好小老化,350,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-0f08f85f174c12ee6381-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G,,Note20Ultra 5G,开机屏好大老化,800,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-fe2c9fd98faeee9cb805-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G,,Note20Ultra 5G,开机屏坏,350,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c4d93dc5d247bcc3f139-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G,,Note20Ultra 5G,不开机屏好,150,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-970df26f870928b6c7f2-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G,,Note20Ultra 5G,不开机,150,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d774fb7f14c3fbd44729-01,2026-08-25,手机,device,三星,N系列,Note20Ultra 5G,,Note20Ultra 5G,废板-整机,90,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-09e27f678ec4deba7172-01,2026-08-25,手机,device,三星,N系列,Note 20 5G水货,,Note 20 5G水货,开机屏好,400,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-8fc31cc48bf4eb7113db-01,2026-08-25,手机,device,三星,N系列,Note 20 5G水货,,Note 20 5G水货,开机屏好小老化,300,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-bfce245e80735d8c2eed-01,2026-08-25,手机,device,三星,N系列,Note 20 5G水货,,Note 20 5G水货,开机屏好大老化,400,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-2cc1f301beb593907f86-01,2026-08-25,手机,device,三星,N系列,Note 20 5G水货,,Note 20 5G水货,开机屏坏,280,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-00b51f7e45eb6bd16d22-01,2026-08-25,手机,device,三星,N系列,Note 20 5G水货,,Note 20 5G水货,不开机屏好,80,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-048be27773ef98b46627-01,2026-08-25,手机,device,三星,N系列,Note 20 5G水货,,Note 20 5G水货,不开机,80,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d1fa4d3c5f04ce014958-01,2026-08-25,手机,device,三星,N系列,Note 20 5G水货,,Note 20 5G水货,废板-整机,50,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-1105887e5e7e748f5482-01,2026-08-25,手机,device,三星,N系列,Note 20 5G,,Note 20 5G,开机屏好,400,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-07fa6e24c37603f3b943-01,2026-08-25,手机,device,三星,N系列,Note 20 5G,,Note 20 5G,开机屏好小老化,350,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d25384debc8022871c42-01,2026-08-25,手机,device,三星,N系列,Note 20 5G,,Note 20 5G,开机屏好大老化,400,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-610f7c97d723524173c6-01,2026-08-25,手机,device,三星,N系列,Note 20 5G,,Note 20 5G,开机屏坏,280,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-0a8282b1fe5f39617b35-01,2026-08-25,手机,device,三星,N系列,Note 20 5G,,Note 20 5G,不开机屏好,150,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-942018a1ade192e7e751-01,2026-08-25,手机,device,三星,N系列,Note 20 5G,,Note 20 5G,不开机,90,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-934ce806fe35bac50414-01,2026-08-25,手机,device,三星,N系列,Note 20 5G,,Note 20 5G,废板-整机,90,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-6d1dc21f5fe07d21a2b8-01,2026-08-25,手机,device,三星,N系列,Note10+ 5G/N9760,,Note10+ 5G/N9760,开机屏好,700,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-0c2dd9028b02c0412b0e-01,2026-08-25,手机,device,三星,N系列,Note10+ 5G/N9760,,Note10+ 5G/N9760,开机屏好小老化,300,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-9f5812f1d4ac6cdaf82f-01,2026-08-25,手机,device,三星,N系列,Note10+ 5G/N9760,,Note10+ 5G/N9760,开机屏好大老化,700,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-7c3557f5eb3324e136ce-01,2026-08-25,手机,device,三星,N系列,Note10+ 5G/N9760,,Note10+ 5G/N9760,开机屏坏,280,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-2f3d5c85767d3829d346-01,2026-08-25,手机,device,三星,N系列,Note10+ 5G/N9760,,Note10+ 5G/N9760,不开机屏好,150,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f6f36167245c768baf7d-01,2026-08-25,手机,device,三星,N系列,Note10+ 5G/N9760,,Note10+ 5G/N9760,不开机,45,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-2b1e342f5c18c2e9044b-01,2026-08-25,手机,device,三星,N系列,Note10+ 5G/N9760,,Note10+ 5G/N9760,废板-整机,45,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-3798a250acacd5f16b62-01,2026-08-25,手机,device,三星,N系列,Note10+N976v水货,,Note10+N976v水货,开机屏好,700,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f37cecd14784fc5c1bbb-01,2026-08-25,手机,device,三星,N系列,Note10+N976v水货,,Note10+N976v水货,开机屏好小老化,300,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-2095936d6faa5c4a3341-01,2026-08-25,手机,device,三星,N系列,Note10+N976v水货,,Note10+N976v水货,开机屏好大老化,600,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-96a31da1af555a75018b-01,2026-08-25,手机,device,三星,N系列,Note10+N976v水货,,Note10+N976v水货,开机屏坏,240,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-7de9b0207d3df2b48bb2-01,2026-08-25,手机,device,三星,N系列,Note10+N976v水货,,Note10+N976v水货,不开机屏好,130,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-fbe6acf201a032b3c1bd-01,2026-08-25,手机,device,三星,N系列,Note10+N976v水货,,Note10+N976v水货,不开机,50,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-907d04001793b98ac79d-01,2026-08-25,手机,device,三星,N系列,Note10+N976v水货,,Note10+N976v水货,废板-整机,50,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-1d4abd4beee2a53e4fbf-01,2026-08-25,手机,device,三星,N系列,Note10/N9700,,Note10/N9700,开机屏好,500,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-1235ec3bc3ebffe6cc7a-01,2026-08-25,手机,device,三星,N系列,Note10/N9700,,Note10/N9700,开机屏好小老化,220,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ff24052116b06bf55650-01,2026-08-25,手机,device,三星,N系列,Note10/N9700,,Note10/N9700,开机屏好大老化,400,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-da0584985a3e577d38ff-01,2026-08-25,手机,device,三星,N系列,Note10/N9700,,Note10/N9700,开机屏坏,150,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f4a3fa584f39c788e4f4-01,2026-08-25,手机,device,三星,N系列,Note10/N9700,,Note10/N9700,不开机屏好,100,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-470a7e19cc9041c58df3-01,2026-08-25,手机,device,三星,N系列,Note10/N9700,,Note10/N9700,不开机,45,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-880777e9cb6908092b4a-01,2026-08-25,手机,device,三星,N系列,Note10/N9700,,Note10/N9700,废板-整机,45,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-3155f75fe018b023b517-01,2026-08-25,手机,device,三星,N系列,Note10/N970n水货,,Note10/N970n水货,开机屏好,400,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
20260825-7427c169943bed9dc367-01,2026-08-25,手机,device,三星,N系列,Note10/N970n水货,,Note10/N970n水货,开机屏好小老化,200,CNY/台,,image,三星.jpg,数码网报价单-0825更新/手机相关/三星.jpg,1,1.0,visual_0825_source_crosschecked
