record_id,data_date,category,subtype,brand,series,model,model_code,alias,condition,price,unit,note,origin,source_image,source_path,verified,confidence,verification
20260825-9d2b23d150bf641bb1e3-01,2026-08-25,手机,device,华为,4,G7p,RIO-TL00,G7p,废板·整机,25,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5d885ee2d435796eca20-01,2026-08-25,手机,device,华为,4,G7p,RIO-TL00,G7p,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-a580bd59de92c7467825-01,2026-08-25,手机,device,华为,5,荣耀7i金色,ATH,荣耀7i金色,开机靓好,40,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5c7cbc4f039109690aad-01,2026-08-25,手机,device,华为,5,荣耀7i金色,ATH,荣耀7i金色,开机好碎,40,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-4db9810127979f506b90-01,2026-08-25,手机,device,华为,5,荣耀7i金色,ATH,荣耀7i金色,开机碎屏,40,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-af23a7d00692382d53f0-01,2026-08-25,手机,device,华为,5,荣耀7i金色,ATH,荣耀7i金色,开机坏配件,40,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-522d4387efbed83fd57a-01,2026-08-25,手机,device,华为,5,荣耀7i金色,ATH,荣耀7i金色,不开机,40,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-3abc7897c85c5e1062a1-01,2026-08-25,手机,device,华为,5,荣耀7i金色,ATH,荣耀7i金色,废板·整机,40,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-b26c62c0bfcacd87ae95-01,2026-08-25,手机,device,华为,5,荣耀7i金色,ATH,荣耀7i金色,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-119033d865d249af0d28-01,2026-08-25,手机,device,华为,6,荣耀7i白色,ATH,荣耀7i白色,开机靓好,25,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-7ef1562b37e2deb9d5b4-01,2026-08-25,手机,device,华为,6,荣耀7i白色,ATH,荣耀7i白色,开机好碎,25,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-78bea29b695758e1a152-01,2026-08-25,手机,device,华为,6,荣耀7i白色,ATH,荣耀7i白色,开机碎屏,25,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-150e392e663dc1a75726-01,2026-08-25,手机,device,华为,6,荣耀7i白色,ATH,荣耀7i白色,开机坏配件,25,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f22ad477f2dc8eb0bc07-01,2026-08-25,手机,device,华为,6,荣耀7i白色,ATH,荣耀7i白色,不开机,25,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5caa9492ad8e6792ab9b-01,2026-08-25,手机,device,华为,6,荣耀7i白色,ATH,荣耀7i白色,废板·整机,25,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-b5b193fd062a2e1e5431-01,2026-08-25,手机,device,华为,6,荣耀7i白色,ATH,荣耀7i白色,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-4523f393a60082602d7f-01,2026-08-25,手机,device,华为,1,畅玩7,DUA,畅玩7,开机靓好,45,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-06e7d4ddb260d2112fc9-01,2026-08-25,手机,device,华为,1,畅玩7,DUA,畅玩7,开机好碎,45,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d99ef9f5db597d7bc5b5-01,2026-08-25,手机,device,华为,1,畅玩7,DUA,畅玩7,开机碎屏,45,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f28898bc2e30dd3eb69a-01,2026-08-25,手机,device,华为,1,畅玩7,DUA,畅玩7,开机坏配件,45,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-06de8df7dc505d1cb3af-01,2026-08-25,手机,device,华为,1,畅玩7,DUA,畅玩7,不开机,45,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-0422281bbe4eb5e269b3-01,2026-08-25,手机,device,华为,1,畅玩7,DUA,畅玩7,废板·整机,45,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f4088ce6cb92b2e77007-01,2026-08-25,手机,device,华为,1,畅玩7,DUA,畅玩7,统货,/,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c970cbd234590ea1367e-01,2026-08-25,手机,device,华为,2,G629,G629,G629,开机靓好,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ee2e071bf5ff285b5d97-01,2026-08-25,手机,device,华为,2,G629,G629,G629,开机好碎,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-146ae54e3ab9b267cfb4-01,2026-08-25,手机,device,华为,2,G629,G629,G629,开机碎屏,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-51ed54722e2e283feea5-01,2026-08-25,手机,device,华为,2,G629,G629,G629,开机坏配件,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-97d5e9bca5781e477708-01,2026-08-25,手机,device,华为,2,G629,G629,G629,不开机,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-6dd779657a60f34d6e24-01,2026-08-25,手机,device,华为,2,G629,G629,G629,废板·整机,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-403a65906c62dee57e8b-01,2026-08-25,手机,device,华为,2,G629,G629,G629,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-a96d8009db09f19a1373-01,2026-08-25,手机,device,华为,3,畅享7,SLA,畅享7,开机靓好,50,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-b5c917bc066c5df3ef9d-01,2026-08-25,手机,device,华为,3,畅享7,SLA,畅享7,开机好碎,50,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5c91df8da1bef031865c-01,2026-08-25,手机,device,华为,3,畅享7,SLA,畅享7,开机碎屏,50,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ee52cb69ee8f651109e1-01,2026-08-25,手机,device,华为,3,畅享7,SLA,畅享7,开机坏配件,50,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-913e6933b206c6239cb0-01,2026-08-25,手机,device,华为,3,畅享7,SLA,畅享7,不开机,50,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d123b58027036ce62bb7-01,2026-08-25,手机,device,华为,3,畅享7,SLA,畅享7,废板·整机,50,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-b7ffe02e191d33768251-01,2026-08-25,手机,device,华为,3,畅享7,SLA,畅享7,统货,/,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-60a6922bde9c9ce8b8ba-01,2026-08-25,手机,device,华为,4,荣耀7,PLK,荣耀7,开机靓好,30,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-e918a815d31b7018e022-01,2026-08-25,手机,device,华为,4,荣耀7,PLK,荣耀7,开机好碎,30,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c694aabdf9da7bdcfd60-01,2026-08-25,手机,device,华为,4,荣耀7,PLK,荣耀7,开机碎屏,30,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5692cca9d820b07c33db-01,2026-08-25,手机,device,华为,4,荣耀7,PLK,荣耀7,开机坏配件,30,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-7360dc877e0d41d7e010-01,2026-08-25,手机,device,华为,4,荣耀7,PLK,荣耀7,不开机,30,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-12715b0198e796ec1288-01,2026-08-25,手机,device,华为,4,荣耀7,PLK,荣耀7,废板·整机,30,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-a5f16364dd5fdffd4519-01,2026-08-25,手机,device,华为,4,荣耀7,PLK,荣耀7,统货,/,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-4602796b735432a2e192-01,2026-08-25,手机,device,华为,5,荣耀7电信,PLK,荣耀7电信,开机靓好,30,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-45456391466763b28504-01,2026-08-25,手机,device,华为,5,荣耀7电信,PLK,荣耀7电信,开机好碎,30,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-2ba5c18d75b00af17dca-01,2026-08-25,手机,device,华为,5,荣耀7电信,PLK,荣耀7电信,开机碎屏,30,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-a4303fb035367b91c786-01,2026-08-25,手机,device,华为,5,荣耀7电信,PLK,荣耀7电信,开机坏配件,30,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-79dad9554cbced30e9be-01,2026-08-25,手机,device,华为,5,荣耀7电信,PLK,荣耀7电信,不开机,30,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d817cc6b349f29f721b0-01,2026-08-25,手机,device,华为,5,荣耀7电信,PLK,荣耀7电信,废板·整机,30,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-aba30a7f9e59833bd276-01,2026-08-25,手机,device,华为,5,荣耀7电信,PLK,荣耀7电信,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-b6b8127fd958d103918e-01,2026-08-25,手机,device,华为,6,P7,P7,P7,开机靓好,22,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-558da678658643966d7b-01,2026-08-25,手机,device,华为,6,P7,P7,P7,开机好碎,22,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-0164da095b5ac6bd2469-01,2026-08-25,手机,device,华为,6,P7,P7,P7,开机碎屏,22,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-2729b334e05928a0d6c2-01,2026-08-25,手机,device,华为,6,P7,P7,P7,开机坏配件,22,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ca6468ae145c579acaa8-01,2026-08-25,手机,device,华为,6,P7,P7,P7,不开机,22,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5b90fa9843fac0e2073d-01,2026-08-25,手机,device,华为,6,P7,P7,P7,废板·整机,22,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-41e298289eb075e110bc-01,2026-08-25,手机,device,华为,6,P7,P7,P7,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-e2886bc7d5d3b4c0077a-01,2026-08-25,手机,device,华为,1,G628,G628,G628,开机靓好,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-1b400d6bdc02a79a9440-01,2026-08-25,手机,device,华为,1,G628,G628,G628,开机好碎,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-305c285c64a16e67f209-01,2026-08-25,手机,device,华为,1,G628,G628,G628,开机碎屏,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-272a427089b76f6fb8b8-01,2026-08-25,手机,device,华为,1,G628,G628,G628,开机坏配件,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-9ef8b1e951f9bccad96c-01,2026-08-25,手机,device,华为,1,G628,G628,G628,不开机,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-6394be57a453fe61a961-01,2026-08-25,手机,device,华为,1,G628,G628,G628,废板·整机,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-aed54d237f1f170bf6c3-01,2026-08-25,手机,device,华为,1,G628,G628,G628,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f5b9d9f8fe1d010a248d-01,2026-08-25,手机,device,华为,2,Mate7电信,MT7,Mate7电信,开机靓好,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f16844e817727073aabb-01,2026-08-25,手机,device,华为,2,Mate7电信,MT7,Mate7电信,开机好碎,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-3420b98944f964bdd07e-01,2026-08-25,手机,device,华为,2,Mate7电信,MT7,Mate7电信,开机碎屏,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-93911686b6fdd3196e9c-01,2026-08-25,手机,device,华为,2,Mate7电信,MT7,Mate7电信,开机坏配件,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-3bf5335554625f659589-01,2026-08-25,手机,device,华为,2,Mate7电信,MT7,Mate7电信,不开机,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-b6a9fac684c6861cef7b-01,2026-08-25,手机,device,华为,2,Mate7电信,MT7,Mate7电信,废板·整机,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-3fff1197499f08052f9d-01,2026-08-25,手机,device,华为,2,Mate7电信,MT7,Mate7电信,统货,/,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ce3950143f07207198b1-01,2026-08-25,手机,device,华为,3,Mate7,MT7,Mate7,开机靓好,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-7288582ae375c5cccc7c-01,2026-08-25,手机,device,华为,3,Mate7,MT7,Mate7,开机好碎,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-28a321e71e96b6891805-01,2026-08-25,手机,device,华为,3,Mate7,MT7,Mate7,开机碎屏,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-f10ec993a4daf5d40b48-01,2026-08-25,手机,device,华为,3,Mate7,MT7,Mate7,开机坏配件,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-962101b4da7f45fbe3af-01,2026-08-25,手机,device,华为,3,Mate7,MT7,Mate7,不开机,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-1b89aeb65172a398054b-01,2026-08-25,手机,device,华为,3,Mate7,MT7,Mate7,废板·整机,22,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-eb37498abeec9f345e39-01,2026-08-25,手机,device,华为,3,Mate7,MT7,Mate7,统货,/,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-94608f450e536323ab5e-01,2026-08-25,手机,device,华为,4,G7,RIO-UL00,G7,开机靓好,23,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-c29540b93d231143cc8f-01,2026-08-25,手机,device,华为,4,G7,RIO-UL00,G7,开机好碎,23,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-0fce5ff1153d7a4dae38-01,2026-08-25,手机,device,华为,4,G7,RIO-UL00,G7,开机碎屏,23,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-54f35ece1de5789b2359-01,2026-08-25,手机,device,华为,4,G7,RIO-UL00,G7,开机坏配件,23,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-1b3f8ca95a3b27a44dde-01,2026-08-25,手机,device,华为,4,G7,RIO-UL00,G7,不开机,23,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-71464f795e6780dc1699-01,2026-08-25,手机,device,华为,4,G7,RIO-UL00,G7,废板·整机,23,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-8fa7307f0e81989288c1-01,2026-08-25,手机,device,华为,4,G7,RIO-UL00,G7,统货,/,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-a6d471d341bac163a7f6-01,2026-08-25,手机,device,华为,5,G621双卡,G621,G621双卡,开机靓好,12,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-60546563aac858abea76-01,2026-08-25,手机,device,华为,5,G621双卡,G621,G621双卡,开机好碎,12,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-9f3cd80163d55262100a-01,2026-08-25,手机,device,华为,5,G621双卡,G621,G621双卡,开机碎屏,12,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-141b3ee83b684bd02221-01,2026-08-25,手机,device,华为,5,G621双卡,G621,G621双卡,开机坏配件,12,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-b190def1e7c3d969af61-01,2026-08-25,手机,device,华为,5,G621双卡,G621,G621双卡,不开机,12,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-ea825134338f7d2f3074-01,2026-08-25,手机,device,华为,5,G621双卡,G621,G621双卡,废板·整机,12,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-9c0a53a149ed02c54bf5-01,2026-08-25,手机,device,华为,5,G621双卡,G621,G621双卡,统货,/,CNY/台,开机屏好触摸好机外屏坏,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5517d8afd98b45367151-01,2026-08-25,手机,device,华为,6,G621单卡,G621,G621单卡,开机靓好,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-d2b6f76e2dc248349cc1-01,2026-08-25,手机,device,华为,6,G621单卡,G621,G621单卡,开机好碎,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-5d778425f6a69263f562-01,2026-08-25,手机,device,华为,6,G621单卡,G621,G621单卡,开机碎屏,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-75046c471e7da04c3bbf-01,2026-08-25,手机,device,华为,6,G621单卡,G621,G621单卡,开机坏配件,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
20260825-9aa0044554c8a9329350-01,2026-08-25,手机,device,华为,6,G621单卡,G621,G621单卡,不开机,10,CNY/台,/,image,华为2.jpg,数码网报价单-0825更新/手机相关/华为2.jpg,1,1.0,visual_0825_source_crosschecked
