record_id,data_date,category,subtype,brand,series,model,model_code,alias,condition,price,unit,note,origin,source_image,source_path,verified,confidence,verification
20260831-22ebb8d0f2a645faab9a-01,2026-08-31,手机,device,华为/荣耀,,MATE XS 5G,TAH-AN00M,TAH-AN00M,不开机,130.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-4e2098e1a7fc911d1dfe-01,2026-08-31,手机,device,华为/荣耀,,MATE XS 5G,TAH-AN00M,TAH-AN00M,废板-整机,130.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-4af6341b8a6c1a8f8a6b-01,2026-08-31,手机,device,华为/荣耀,,Mate X 5G,TAH-AN00,TAH-AN00,开机屏好,400.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-e0d8a8880b6c25b90268-01,2026-08-31,手机,device,华为/荣耀,,Mate X 5G,TAH-AN00,TAH-AN00,开机屏外屏坏,400.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-4eca3fec68ab5eace9ce-01,2026-08-31,手机,device,华为/荣耀,,Mate X 5G,TAH-AN00,TAH-AN00,开机屏内屏坏,110.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-238313bc9b6ff8590cb4-01,2026-08-31,手机,device,华为/荣耀,,Mate X 5G,TAH-AN00,TAH-AN00,开机屏坏,110.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-c10900556ce7adb73834-01,2026-08-31,手机,device,华为/荣耀,,Mate X 5G,TAH-AN00,TAH-AN00,不开机,110.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-208f118c4cfe7c6893b5-01,2026-08-31,手机,device,华为/荣耀,,Mate X 5G,TAH-AN00,TAH-AN00,废板-整机,110.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-7e48f4e8954e83c95015-01,2026-08-31,手机,device,华为/荣耀,,nova flip,PSD-AL00,PSD-AL00,开机屏好,900.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-01dec9e8fc7ca8ca3e48-01,2026-08-31,手机,device,华为/荣耀,,nova flip,PSD-AL00,PSD-AL00,开机屏外屏坏,800.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-dfce7cbf9990e119daf9-01,2026-08-31,手机,device,华为/荣耀,,nova flip,PSD-AL00,PSD-AL00,开机屏内屏坏,260.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-587669cf4c5c158ce583-01,2026-08-31,手机,device,华为/荣耀,,nova flip,PSD-AL00,PSD-AL00,开机屏坏,200.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-d04185c9b60bc00019dd-01,2026-08-31,手机,device,华为/荣耀,,nova flip,PSD-AL00,PSD-AL00,不开机,90.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-d3e87a9885d353ff5191-01,2026-08-31,手机,device,华为/荣耀,,nova flip,PSD-AL00,PSD-AL00,废板-整机,90.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-4451f711eaf55b437eeb-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic V,MGI-AN00,MGI-AN00,开机屏好,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-a521dd1d644c70fe5fd0-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic V,MGI-AN00,MGI-AN00,开机屏外屏坏,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-116b64a3246eef8b5d11-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic V,MGI-AN00,MGI-AN00,开机屏内屏坏,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-a71ee7196a3e1a861b4c-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic V,MGI-AN00,MGI-AN00,开机屏坏,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-f11c071abc50a31e3fbe-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic V,MGI-AN00,MGI-AN00,不开机,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-cd301567f8a5ee949dc5-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic V,MGI-AN00,MGI-AN00,废板-整机,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-2457fcf49058ce0dd1da-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic vs2,VER-AN00,VER-AN00,开机屏好,1000.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-62439332bc31c975f302-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic vs2,VER-AN00,VER-AN00,开机屏外屏坏,800.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-f5d26b3b07c0172aa339-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic vs2,VER-AN00,VER-AN00,开机屏内屏坏,300.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-1c881f467446bcb883ea-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic vs2,VER-AN00,VER-AN00,开机屏坏,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-a03016c02aee3c4b4110-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic vs2,VER-AN00,VER-AN00,不开机,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-63553f1c652cfa6cf2bf-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic vs2,VER-AN00,VER-AN00,废板-整机,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-72b57ef64beba95d9e5d-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic Vs,FRI-AN00,FRI-AN00,开机屏好,1000.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-40e2bf8971af2acd200a-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic Vs,FRI-AN00,FRI-AN00,开机屏外屏坏,800.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-b1d9426eda0804e0eda3-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic Vs,FRI-AN00,FRI-AN00,开机屏内屏坏,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-d0093d255ef84616296d-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic Vs,FRI-AN00,FRI-AN00,开机屏坏,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-fff2e9a5a2fce73f60fc-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic Vs,FRI-AN00,FRI-AN00,不开机,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-fa48dc9f201eb0c35dd3-01,2026-08-31,手机,device,华为/荣耀,,荣耀Magic Vs,FRI-AN00,FRI-AN00,废板-整机,180.0,元/台,,,华为.jpg,数码网报价单-0831更新/手机相关/华为.jpg,1,0.99,visual_manual_transcription
20260831-a0f62fad2a1474271893-01,2026-08-31,手机,device,苹果,,iPhone 6SP,,iPhone 6SP,开机屏好（无坏ID）,50.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-41472267b49f41599ccd-01,2026-08-31,手机,device,苹果,,iPhone 6SP,,iPhone 6SP,开机屏坏（无坏ID）,40.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-c5c636665d7b056ecf74-01,2026-08-31,手机,device,苹果,,iPhone 6SP,,iPhone 6SP,无ID靓板,40.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-187e4747856609c196a3-01,2026-08-31,手机,device,苹果,,iPhone 6SP,,iPhone 6SP,无ID不靓板,40.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-0e83f37fc78f37bc7f12-01,2026-08-31,手机,device,苹果,,iPhone 6SP,,iPhone 6SP,废板-整机,20.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-f7071ba1ba91774ceded-01,2026-08-31,手机,device,苹果,,iPhone 6SP,,iPhone 6SP,点数（两成无ID）,40.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-34edc71eab439c52d7f7-01,2026-08-31,手机,device,苹果,,iPhone 6SP,,iPhone 6SP,没屏,20.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-0280bd857285377796c3-01,2026-08-31,手机,device,苹果,,iPhone 5S,,iPhone 5S,开机屏好（无坏ID）,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-100c1d465d0567e3b27c-01,2026-08-31,手机,device,苹果,,iPhone 5S,,iPhone 5S,开机屏坏（无坏ID）,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-ec918e57baa98a11dabd-01,2026-08-31,手机,device,苹果,,iPhone 5S,,iPhone 5S,无ID靓板,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-34206e2bff79a7b7436f-01,2026-08-31,手机,device,苹果,,iPhone 5S,,iPhone 5S,无ID不靓板,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-47ea7254f6c60351eadc-01,2026-08-31,手机,device,苹果,,iPhone 5S,,iPhone 5S,废板-整机,7.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-c126eb8d1873d977d81f-01,2026-08-31,手机,device,苹果,,iPhone 5S,,iPhone 5S,统货,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-4d3de48132217baa509f-01,2026-08-31,手机,device,苹果,,iPhone 5S,,iPhone 5S,没屏,7.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-178387aa7945cd4d8e60-01,2026-08-31,手机,device,苹果,,iPhone 4S,,iPhone 4S,开机屏好（无坏ID）,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-1ad4fc0514e030c1a0e7-01,2026-08-31,手机,device,苹果,,iPhone 4S,,iPhone 4S,开机屏坏（无坏ID）,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-a32295704b21baf87cd1-01,2026-08-31,手机,device,苹果,,iPhone 4S,,iPhone 4S,无ID靓板,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-1e80cad1abc76eea274b-01,2026-08-31,手机,device,苹果,,iPhone 4S,,iPhone 4S,无ID不靓板,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-46d43c2f12bab9ed0c65-01,2026-08-31,手机,device,苹果,,iPhone 4S,,iPhone 4S,废板-整机,25.0,元/台,,,苹果.jpg,数码网报价单-0831更新/手机相关/苹果.jpg,1,0.99,visual_manual_transcription
20260831-9cb5508fd1f0ff111acb-01,2026-08-31,手机,device,360,,Q30,,Q30,开机屏好,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-1a2ed4de0919a4b22c9f-01,2026-08-31,手机,device,360,,Q30,,Q30,开机屏坏,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-2789e6ed2513fd7bfb78-01,2026-08-31,手机,device,360,,Q30,,Q30,不开机,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-869e8e620fda11b25ac4-01,2026-08-31,手机,device,360,,Q30,,Q30,废板-整机,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-1c2f5e40105d6f6c477b-01,2026-08-31,手机,device,360,,Q20Pro,,Q20Pro,开机屏好,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-145619d654ee00f8a634-01,2026-08-31,手机,device,360,,Q20Pro,,Q20Pro,开机屏坏,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-42d1b1674a369813e416-01,2026-08-31,手机,device,360,,Q20Pro,,Q20Pro,不开机,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-ae10ffcc801b8e28fdad-01,2026-08-31,手机,device,360,,Q20Pro,,Q20Pro,废板-整机,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-9dd776f50992f8fc1ad6-01,2026-08-31,手机,device,360,,Q10Pro,,Q10Pro,开机屏好,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-b77532fe83671c480bb9-01,2026-08-31,手机,device,360,,Q10Pro,,Q10Pro,开机屏坏,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-b8c2beb9b3809e880360-01,2026-08-31,手机,device,360,,Q10Pro,,Q10Pro,不开机,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-02c2217d85a0ff3dee64-01,2026-08-31,手机,device,360,,Q10Pro,,Q10Pro,废板-整机,80.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-012977abfc34273e1853-01,2026-08-31,手机,device,360,,N7 Pro高（红色）,,N7 Pro高（红色）,开机屏好,110.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-aaaaaec78d225397b338-01,2026-08-31,手机,device,360,,N7 Pro高（红色）,,N7 Pro高（红色）,开机屏坏,110.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-54794cffc6015fbae2d6-01,2026-08-31,手机,device,360,,N7 Pro高（红色）,,N7 Pro高（红色）,不开机,110.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-d5c918d5265df8c67271-01,2026-08-31,手机,device,360,,N7 Pro高（红色）,,N7 Pro高（红色）,废板-整机,110.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-18e403dc2a10ee90fd2c-01,2026-08-31,手机,device,360,,N7 Pro低（黑色）,,N7 Pro低（黑色）,开机屏好,110.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-95b25f523e0f3ffe234c-01,2026-08-31,手机,device,360,,N7 Pro低（黑色）,,N7 Pro低（黑色）,开机屏坏,110.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
20260831-d1ecf7aebcc96b519586-01,2026-08-31,手机,device,360,,N7 Pro低（黑色）,,N7 Pro低（黑色）,不开机,110.0,元/台,,,360.jpg,数码网报价单-0831更新/手机相关/360.jpg,1,0.99,visual_manual_transcription
